"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-100776","2023 Annual","3.6","3.2","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100776","2024 Annual","3.6","4.3","Exceptional","2024-12-12","Exceptional","Exceptional","No"
"BLD-100776","2025 Annual","2.7","2.8","Meets Some Expectations","2025-12-19","Meets Expectations","Meets Some Expectations","No"
"BLD-100777","2023 Annual","3.4","3.3","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100777","2024 Annual","2.7","2.9","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100777","2025 Annual","2.7","2.7","Below Expectations","2025-12-27","Below Expectations","Below Expectations","No"
"BLD-100778","2023 Annual","3","2.3","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100778","2024 Annual","2","2.7","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100778","2025 Annual","3.3","2.8","Meets Expectations","2025-12-10","Exceeds Expectations","Meets Expectations","No"
"BLD-100779","2023 Annual","3.3","3.1","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100779","2024 Annual","4.5","3.2","Exceptional","2024-12-11","Exceptional","Exceptional","No"
"BLD-100779","2025 Annual","3.2","3.1","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100780","2023 Annual","3.3","2.6","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100781","2023 Annual","3.6","3.2","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100781","2024 Annual","2.5","3","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100781","2025 Annual","2.7","2.9","Meets Some Expectations","2025-12-23","Exceeds Expectations","Meets Some Expectations","No"
"BLD-100782","2023 Annual","3.1","2.6","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100782","2024 Annual","2.5","2.5","Meets Some Expectations","2024-12-18","Meets Expectations","Meets Some Expectations","No"
"BLD-100782","2025 Annual","3.9","3.4","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100783","2023 Annual","2.5","2.8","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100783","2024 Annual","3","3.2","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100783","2025 Annual","3.4","3.3","Exceeds Expectations","2025-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100784","2023 Annual","3.2","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100784","2024 Annual","3.3","3.1","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100786","2023 Annual","2.8","3.4","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100786","2024 Annual","3","3","Exceeds Expectations","2024-12-22","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100786","2025 Annual","3.2","3.9","Exceeds Expectations","2025-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100788","2023 Annual","3.1","3.9","Exceeds Expectations","2023-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100788","2024 Annual","2","2.8","Meets Some Expectations","2024-12-15","Meets Expectations","Meets Some Expectations","No"
"BLD-100788","2025 Annual","2.7","2.1","Meets Some Expectations","2025-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100789","2023 Annual","3.4","2.8","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100789","2024 Annual","3.7","3.8","Exceptional","2024-12-18","Exceptional","Exceptional","No"
"BLD-100789","2025 Annual","3.4","3.3","Exceeds Expectations","2025-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100792","2023 Annual","3.1","2.5","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100793","2023 Annual","3.6","3.2","Exceeds Expectations","2023-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100793","2024 Annual","3","3.9","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100793","2025 Annual","3","2.5","Meets Some Expectations","2025-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100794","2023 Annual","2.7","3.1","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100794","2024 Annual","3","3.1","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100794","2025 Annual","3.5","2.5","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100795","2023 Annual","4.1","3.2","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100795","2024 Annual","2.6","2.9","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100795","2025 Annual","2.9","2.9","Meets Expectations","2025-12-25","Meets Some Expectations","Meets Expectations","No"
"BLD-100797","2023 Annual","3.1","3.7","Exceeds Expectations","2023-12-27","Meets Expectations","Exceeds Expectations","No"
"BLD-100797","2024 Annual","3.1","3.2","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100797","2025 Annual","1.9","2","Below Expectations","2025-12-26","Below Expectations","Below Expectations","No"
"BLD-100798","2023 Annual","3.2","3.1","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100799","2023 Annual","3.4","4.1","Exceptional","2023-12-15","Exceptional","Exceptional","No"
"BLD-100799","2024 Annual","3.4","2.7","Meets Expectations","2024-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100799","2025 Annual","3.2","2","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100800","2023 Annual","2.9","2.3","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100800","2024 Annual","3.4","3.3","Exceeds Expectations","2024-12-28","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100800","2025 Annual","4.4","4.3","Exceeds Expectations","2025-12-27","Meets Some Expectations","Exceeds Expectations","Yes"
"BLD-100801","2023 Annual","3","2.4","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100802","2023 Annual","3.3","2.7","Exceeds Expectations","2023-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100802","2024 Annual","2.7","2.4","Meets Expectations","2024-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100802","2025 Annual","2.5","2.7","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100803","2023 Annual","3.7","3.8","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100803","2024 Annual","3.8","3.2","Exceeds Expectations","2024-12-16","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100804","2023 Annual","3.8","3.9","Exceptional","2023-12-22","Meets Expectations","Exceptional","Yes"
"BLD-100804","2024 Annual","2.9","3.4","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100804","2025 Annual","3","3.8","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100806","2023 Annual","2.7","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100806","2024 Annual","2.6","2.4","Below Expectations","2024-12-16","Below Expectations","Below Expectations","No"
"BLD-100806","2025 Annual","2.9","2.5","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100807","2023 Annual","2.7","3.2","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100809","2023 Annual","2.8","3.3","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100809","2024 Annual","3.5","2.7","Exceeds Expectations","2024-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100809","2025 Annual","2.7","2.6","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100810","2023 Annual","2.9","3.4","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100810","2024 Annual","3.6","3.9","Exceeds Expectations","2024-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100810","2025 Annual","2","2.9","Below Expectations","2025-12-22","Below Expectations","Below Expectations","No"
"BLD-100811","2023 Annual","2.7","2.9","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100811","2024 Annual","4.3","3.4","Exceptional","2024-12-22","Exceptional","Exceptional","No"
"BLD-100811","2025 Annual","3.6","3.1","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100812","2023 Annual","4.6","4.1","Exceptional","2023-12-12","Exceptional","Exceptional","Yes"
"BLD-100812","2024 Annual","2.6","3.2","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100813","2023 Annual","3.3","2.8","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100813","2024 Annual","3.1","2.5","Meets Expectations","2024-12-22","Meets Some Expectations","Meets Expectations","No"
"BLD-100814","2023 Annual","2.7","2.5","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100814","2024 Annual","3.3","3.5","Exceeds Expectations","2024-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100814","2025 Annual","3.1","3.8","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100815","2023 Annual","3.5","3.5","Exceeds Expectations","2023-12-12","Meets Expectations","Exceeds Expectations","Yes"
"BLD-100815","2024 Annual","1.9","1.9","Below Expectations","2024-12-14","Below Expectations","Below Expectations","No"
"BLD-100815","2025 Annual","3.2","3.3","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100816","2023 Annual","3.4","3.8","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100816","2024 Annual","2.6","2.3","Meets Some Expectations","2024-12-17","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100816","2025 Annual","3","2.9","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100817","2023 Annual","1.5","2.1","Below Expectations","2023-12-10","Below Expectations","Below Expectations","No"
"BLD-100817","2024 Annual","2.4","1.4","Below Expectations","2024-12-15","Below Expectations","Below Expectations","No"
"BLD-100817","2025 Annual","3.2","2.8","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100818","2023 Annual","2.3","3.2","Meets Some Expectations","2023-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100819","2023 Annual","2.9","3.2","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100820","2023 Annual","3.1","3.1","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100820","2024 Annual","3.8","3.5","Meets Expectations","2024-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100820","2025 Annual","2.7","2.9","Meets Expectations","2025-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100821","2023 Annual","2.8","3.9","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100821","2024 Annual","3.1","3.1","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100821","2025 Annual","2.6","2.9","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100822","2023 Annual","2.8","3.4","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100824","2023 Annual","2.1","2.6","Meets Some Expectations","2023-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100824","2024 Annual","2.7","2.6","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100824","2025 Annual","2.3","3.2","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100825","2023 Annual","4.2","2.7","Exceeds Expectations","2023-12-26","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100825","2024 Annual","4","3.6","Exceeds Expectations","2024-12-25","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100825","2025 Annual","2.7","2.7","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100826","2023 Annual","2.9","3","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100826","2024 Annual","3.4","3.6","Exceeds Expectations","2024-12-27","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100826","2025 Annual","3.1","4.1","Exceeds Expectations","2025-12-26","Exceptional","Exceeds Expectations","Yes"
"BLD-100827","2023 Annual","3.3","3.2","Exceeds Expectations","2023-12-24","Meets Expectations","Exceeds Expectations","No"
"BLD-100827","2024 Annual","3.5","3.4","Exceeds Expectations","2024-12-22","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100827","2025 Annual","3.3","2.6","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100828","2023 Annual","2.9","3.6","Meets Expectations","2023-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100829","2023 Annual","3.2","3.8","Exceeds Expectations","2023-12-16","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100829","2024 Annual","3.1","2.7","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100831","2023 Annual","2.8","3.6","Exceeds Expectations","2023-12-23","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100831","2024 Annual","2.9","3","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100831","2025 Annual","2.5","3.1","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100832","2023 Annual","2.9","3.1","Meets Expectations","2023-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100832","2024 Annual","3.2","2","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100833","2023 Annual","3","3.3","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100833","2024 Annual","3.6","3.5","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100833","2025 Annual","3.3","2.9","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100834","2023 Annual","3.6","3.7","Exceeds Expectations","2023-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100834","2024 Annual","2.5","2.8","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100834","2025 Annual","2.6","2.9","Meets Expectations","2025-12-23","Exceeds Expectations","Meets Expectations","No"
"BLD-100835","2023 Annual","4.5","3.7","Exceptional","2023-12-16","Meets Expectations","Exceptional","Yes"
"BLD-100835","2024 Annual","3","3.5","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100835","2025 Annual","3.2","2.8","Meets Expectations","2025-12-18","Exceeds Expectations","Meets Expectations","No"
"BLD-100838","2023 Annual","3.5","3","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100838","2024 Annual","3.6","3.6","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100838","2025 Annual","3.9","3.2","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100839","2023 Annual","4","3.1","Exceeds Expectations","2023-12-28","Exceeds Expectations","Exceeds Expectations","No"
